date,return,target_exposure,cash_weight,turnover,paper_replay_return,daily_rebalance_diagnostic_return,return_abs_diff
2023-01-04,0.0344759190174659,0.6,0.4,0.3,0.0344759190174659,0.0344759190174659,0.0
2023-01-11,0.0219692827613381,0.6,0.4,0.2,0.0219692827613381,0.0219692827613381,0.0
2023-01-19,0.0153644714135774,0.6,0.4,0.1499999999999999,0.0153644714135774,0.0153644714135774,0.0
2023-01-26,-0.0434221639158694,0.6,0.4,0.0,-0.0434221639158694,-0.0434221639158694,0.0
2023-02-02,-0.0667939275421321,0.6,0.4,0.3,-0.0667939275421321,-0.0667939275421321,0.0
2023-02-09,0.0298188257973305,0.6,0.4,0.15,0.0298188257973305,0.0298188257973305,0.0
2023-02-16,-0.0393482278574755,0.6,0.4,0.15,-0.0393482278574755,-0.0393482278574755,0.0
2023-02-24,0.0186872114767126,0.6,0.4,0.0,0.0186872114767126,0.0186872114767126,0.0
2023-03-03,-0.0508748079336804,0.6,0.4,0.3,-0.0508748079336804,-0.0508748079336804,0.0
2023-03-10,0.0095591508561491,0.6,0.4,0.1499999999999999,0.0095591508561491,0.0095591508561491,0.0
2023-03-17,-0.0083991266084269,0.6,0.4,0.3,-0.0083991266084269,-0.0083991266084269,0.0
2023-03-24,0.0399427941837814,0.6,0.4,0.0,0.0399427941837814,0.0399427941837814,0.0
2023-03-31,0.023891169098221,0.6,0.4,0.15,0.023891169098221,0.023891169098221,0.0
2023-04-10,0.0108735017499265,0.6,0.4,0.15,0.0108735017499265,0.0108735017499265,0.0
2023-04-17,-0.0618119990186456,0.6,0.4,0.15,-0.0618119990186456,-0.0618119990186456,0.0
2023-04-24,0.0476152750647987,0.6,0.4,0.15,0.0476152750647987,0.0476152750647987,0.0
2023-05-01,0.0002075642561004,0.6,0.4,0.0,0.0002075642561004,0.0002075642561004,0.0
2023-05-08,-0.0047596281375524,0.6,0.4,0.3,-0.0047596281375524,-0.0047596281375524,0.0
2023-05-15,0.0227157207549098,0.6,0.4,0.1499999999999999,0.0227157207549098,0.0227157207549098,0.0
2023-05-22,0.0900401817953078,0.6,0.4,0.1499999999999999,0.0900401817953078,0.0900401817953078,0.0
2023-05-30,0.0159803572562497,0.6,0.4,0.0,0.0159803572562497,0.0159803572562497,0.0
2023-06-06,0.0389206991543397,0.6,0.4,0.0,0.0389206991543397,0.0389206991543397,0.0
2023-06-13,-0.0410508694680087,0.6,0.4,0.15,-0.0410508694680087,-0.0410508694680087,0.0
2023-06-21,0.0015940649673208,0.6,0.4,0.15,0.0015940649673208,0.0015940649673208,0.0
2023-06-28,0.0098391903912995,0.6,0.4,0.15,0.0098391903912995,0.0098391903912995,0.0
2023-07-06,0.076457578397753,0.6,0.4,0.15,0.076457578397753,0.076457578397753,0.0
2023-07-13,-0.0092004262937473,0.6,0.4,0.0,-0.0092004262937473,-0.0092004262937473,0.0
2023-07-20,0.0833196786440102,0.6,0.4,0.0,0.0833196786440102,0.0833196786440102,0.0
2023-07-27,0.0279680334902295,0.6,0.4,0.0,0.0279680334902295,0.0279680334902295,0.0
2023-08-03,-0.0695048097633638,0.6,0.4,0.15,-0.0695048097633638,-0.0695048097633638,0.0
2023-08-10,-0.0323027119294716,0.6,0.4,0.15,-0.0323027119294716,-0.0323027119294716,0.0
2023-08-17,-0.0117116873500919,0.6,0.4,0.15,-0.0117116873500919,-0.0117116873500919,0.0
2023-08-24,0.0283654211782382,0.6,0.4,0.15,0.0283654211782382,0.0283654211782382,0.0
2023-08-31,0.0047510099248789,0.6,0.4,0.3,0.0047510099248789,0.0047510099248789,0.0
2023-09-08,-0.0124596686854583,0.6,0.4,0.15,-0.0124596686854583,-0.0124596686854583,0.0
2023-09-15,-0.0506307152792197,0.6,0.4,0.15,-0.0506307152792197,-0.0506307152792197,0.0
2023-09-22,-0.0240281138421786,0.6,0.4,0.15,-0.0240281138421786,-0.0240281138421786,0.0
2023-09-29,0.0210326633020257,0.6,0.4,0.1499999999999999,0.0210326633020257,0.0210326633020257,0.0
2023-10-06,-0.0031468872748767,0.6,0.4,0.1499999999999999,-0.0031468872748767,-0.0031468872748767,0.0
2023-10-13,-0.0031450364695081,0.6,0.4,0.15,-0.0031450364695081,-0.0031450364695081,0.0
2023-10-20,-0.0219567694566261,0.6,0.4,0.3,-0.0219567694566261,-0.0219567694566261,0.0
2023-10-27,0.0164917374472395,0.6,0.4,0.3,0.0164917374472395,0.0164917374472395,0.0
2023-11-03,0.0351758518905977,0.6,0.4,0.3,0.0351758518905977,0.0351758518905977,0.0
2023-11-10,0.0068748602473579,0.6,0.4,0.15,0.0068748602473579,0.0068748602473579,0.0
2023-11-17,-0.0068524045704652,0.6,0.4,0.15,-0.0068524045704652,-0.0068524045704652,0.0
2023-11-27,0.0382807121667363,0.6,0.4,0.15,0.0382807121667363,0.0382807121667363,0.0
2023-12-04,0.0417821724387393,0.6,0.4,0.15,0.0417821724387393,0.0417821724387393,0.0
2023-12-11,0.0620179917757672,0.6,0.4,0.1499999999999999,0.0620179917757672,0.0620179917757672,0.0
2023-12-18,0.0816194053129427,0.6,0.4,0.0,0.0816194053129427,0.0816194053129427,0.0
2023-12-26,-0.0741205830064917,0.6,0.4,0.0,-0.0741205830064917,-0.0741205830064917,0.0
2024-01-03,-0.0094393729928284,0.6,0.4,0.0,-0.0094393729928284,-0.0094393729928284,0.0
2024-01-10,-0.0582492846959404,0.6,0.4,0.0,-0.0582492846959404,-0.0582492846959404,0.0
2024-01-18,0.0202472254151254,0.6,0.4,0.1499999999999999,0.0202472254151254,0.0202472254151254,0.0
2024-01-25,0.034773473955357,0.6,0.4,0.15,0.034773473955357,0.034773473955357,0.0
2024-02-01,0.0820793122480553,0.6,0.4,0.0,0.0820793122480553,0.0820793122480553,0.0
2024-02-08,0.0630155106873636,0.6,0.4,0.0,0.0630155106873636,0.0630155106873636,0.0
2024-02-15,0.011324935309357,0.6,0.4,0.0,0.011324935309357,0.011324935309357,0.0
2024-02-23,0.0151135599656942,0.6,0.4,0.0,0.0151135599656942,0.0151135599656942,0.0
2024-03-01,-0.0236303532250479,0.6,0.4,0.15,-0.0236303532250479,-0.0236303532250479,0.0
2024-03-08,-0.0174701139615578,0.6,0.4,0.15,-0.0174701139615578,-0.0174701139615578,0.0
2024-03-15,0.0577333174954899,0.6,0.4,0.1499999999999999,0.0577333174954899,0.0577333174954899,0.0
2024-03-22,-0.0393821672204769,0.6,0.4,0.0,-0.0393821672204769,-0.0393821672204769,0.0
2024-04-01,-0.0438869842621574,0.6,0.4,0.0,-0.0438869842621574,-0.0438869842621574,0.0
2024-04-08,-0.0174828555380156,0.6,0.4,0.0,-0.0174828555380156,-0.0174828555380156,0.0
2024-04-15,-0.0301007487008252,0.6,0.4,0.0,-0.0301007487008252,-0.0301007487008252,0.0
2024-04-22,-0.0429228380831596,0.6,0.4,0.1999999999999999,-0.0429228380831596,-0.0429228380831596,0.0
2024-04-29,0.0325331765330529,0.6,0.4,0.1499999999999999,0.0325331765330529,0.0325331765330529,0.0
2024-05-06,-0.0054130573150427,0.6,0.4,0.15,-0.0054130573150427,-0.0054130573150427,0.0
2024-05-13,0.0764020891796098,0.6,0.4,0.1499999999999999,0.0764020891796098,0.0764020891796098,0.0
2024-05-20,0.1187967959613171,0.6,0.4,0.1499999999999999,0.1187967959613171,0.1187967959613171,0.0
2024-05-28,0.0168726799753745,0.5963033778912662,0.4036966221087338,0.1509241555271834,0.0168726799753745,0.0168726799753745,0.0
2024-06-04,0.0073983768585486,0.6,0.4,0.0018483110543668,0.0073983768585486,0.0073983768585486,0.0
2024-06-11,-0.0158556620696833,0.6,0.4,0.15,-0.0158556620696833,-0.0158556620696833,0.0
2024-06-18,-0.0376728563398549,0.6,0.4,0.15,-0.0376728563398549,-0.0376728563398549,0.0
2024-06-26,0.0401520297130494,0.6,0.4,0.15,0.0401520297130494,0.0401520297130494,0.0
2024-07-03,0.0792893721835896,0.6,0.4,0.15,0.0792893721835896,0.0792893721835896,0.0
2024-07-11,0.0011123633998077,0.6,0.4,0.0,0.0011123633998077,0.0011123633998077,0.0
